Gene_name	Single_cell_score	Protein_interaction_score	Genetic_interaction_score	Motif_score	Phylogenetic_tree_score	Publication_score	Protein_atlas_score	Mean_score	Order
KIFAP3	0.180854100654806	0.0852645270898038	0.0718501411342058	0	0.51270207852194	0.659748457967407	0	1.51041930536816	117
DNAAF6	0.325649517428297	0.0321126140987573	0	0.0125371164632135	0.51270207852194	0.464196724043211	0.161662817551963	1.50886086810738	118
KIF3A	0.299852271219414	0.113485354679103	0	0	0.025635103926097	0.746478515691109	0.323325635103926	1.50877688061965	119
DNAH5	0.554695413799784	0	0	0	0.025635103926097	0.602201155515517	0.323325635103926	1.50585730834532	120
CAPSL	0.5347200173608	0	0	0	0.025635103926097	0.618565317350178	0.323325635103926	1.502246073741	121
DRC7	0.3222940230288	0	0	0	0.51270207852194	0.666839594762427	0	1.50183569631317	122
LRRC23	0.493144633642557	0	0	0	0.025635103926097	0.658657513845096	0.323325635103926	1.50076288651768	123
RSPH14	0.299010130667669	0.0700638853063795	0	0	0.25635103926097	0.550381309705757	0.323325635103926	1.4991320000447	124
OSCP1	0.424552117252432	0	0	0	0.51270207852194	0.561018014898287	0	1.49827221067266	125
CEP41	0.300320195186437	0.0395232173523167	0	0	0.51270207852194	0.635202215215416	0	1.48774770627611	126
CFAP61	0.232197574378877	0	0	0	0.51270207852194	0.579836801008147	0.161662817551963	1.48639927146093	127
ZMYND12	0.278800341786545	0.0548264143149515	0	0	0.51270207852194	0.631383910787328	0	1.47771274541076	128
CEP20	0.11399982606511	0.24084460574068	0	0	0.51270207852194	0.443468785719307	0.161662817551963	1.472678113599	129
ARL6	0.286968215783968	0.192675684592544	0	0.0250742329264269	0.025635103926097	0.774843062871188	0.161662817551963	1.46685911765219	130
UNC119B	0.251056545966358	0.0178639707569246	0	0	0.51270207852194	0.358920616240226	0.323325635103926	1.46386884658937	131
OFD1	0.20160996907404	0.147847337394279	0	0	0.51270207852194	0.601382947423784	0	1.46354233241404	132
DNAAF3	0.408614411886314	0	0	0	0.51270207852194	0.533471675809941	0	1.4547881662182	133
CCDC181	0.365153169902337	0	0	0	0.25635103926097	0.509743641149683	0.323325635103926	1.45457348541692	134
CCDC173	0.465575966488821	0	0	0.0250742329264269	0.25635103926097	0.381284970747596	0.323325635103926	1.45161184452774	135
CCDC17	0.566106322158041	0.0302236367988304	0	0	0.25635103926097	0.274917918822301	0.323325635103926	1.45092455214407	136
MORN2	0.49042856189282	0	0	0	0.51270207852194	0.443741521749885	0	1.44687216216464	137
DNAI1	0.397090266096386	0	0	0	0.025635103926097	0.858573024258536	0.161662817551963	1.44296121183298	138
SAXO2	0.447654363541436	0	0	0	0.25635103926097	0.41374055838634	0.323325635103926	1.44107159629267	139
TEKT4	0.265205233695498	0.030740280162913	0	0	0.25635103926097	0.559927070775976	0.323325635103926	1.43554925899928	140
EFHC1	0.55959696967076	0.0236619261780317	0	0	0.025635103926097	0.825026492497481	0	1.43392049227237	141
ZBBX	0.491380082485925	0	0	0.0376113493896404	0.25635103926097	0.324828612418016	0.323325635103926	1.43349671865848	142
DYNLRB2	0.586005407333282	0.139620061298945	0	0	0.025635103926097	0.679658188199578	0	1.4309187607579	143
IQCB1	0.215594646124247	0.11239414934565	0	0	0.25635103926097	0.520925818403368	0.323325635103926	1.42859128823816	144
DNAH7	0.483181670463126	0	0	0.0376113493896404	0.025635103926097	0.556108766347889	0.323325635103926	1.42586252523068	145
CFAP221	0.482254629299881	0	0	0	0.51270207852194	0.428468304037535	0	1.42342501185936	146
DNAAF1	0.643457680710322	0.0642252281975146	0	0	0.025635103926097	0.685931116902864	0	1.4192491297368	147
DYNC2H1	0.470080949804904	0.0660602347174435	0	0	0.025635103926097	0.857209344105647	0	1.41898563255409	148
AK7	0.378989459949467	0	0	0	0.025635103926097	0.689203949269796	0.323325635103926	1.41715414824929	149
CEP104	0.192515738513312	0.17333073634028	0	0	0.51270207852194	0.537562716268607	0	1.41611126964414	150
C7orf57	0.377075332462955	0.042816818798343	0	0	0.25635103926097	0.415922446630961	0.323325635103926	1.41549127225716	151
AKAP14	0.365415975213964	0.151118183994152	0	0	0.25635103926097	0.480288149847294	0.161662817551963	1.41483616586834	152
CFAP206	0.282909920079667	0.054494133016073	0	0	0.51270207852194	0.563745375204064	0	1.41385150682174	153
CFAP69	0.312718171993123	0	0	0	0.51270207852194	0.5852915216197	0	1.41071177213476	154
SPATA7	0.159301674859261	0.205520730232047	0	0	0.25635103926097	0.4631057799209	0.323325635103926	1.4076048593771	155
CATIP	0.299508633934697	0.0302236367988304	0	0.0250742329264269	0.51270207852194	0.2162796722481	0.323325635103926	1.40711388953392	156
CROCC	0.244678742271244	0.0481689211481359	0	0	0.25635103926097	0.534017147871097	0.323325635103926	1.40654148565537	157
DPCD	0.403611469602092	0.0770702738370175	0	0.0250742329264269	0.51270207852194	0.387557899450883	0	1.40601595433836	158
DNAH9	0.498763262739991	0	0	0	0.025635103926097	0.551744989858646	0.323325635103926	1.39946899162866	159
RIIAD1	0.462641075506895	0	0	0	0.25635103926097	0.352102215475784	0.323325635103926	1.39441996534758	160
CFAP299	0.265233460666656	0	0	0	0.51270207852194	0.615292484983245	0	1.39322802417184	161
PROM1	0.360785814002373	0.0367001303985798	0	0	0.102540415704388	0.567836415662729	0.323325635103926	1.391188410872	162
TMEM138	0.18219201200958	0.128450456395029	0	0	0.25635103926097	0.491743063131556	0.323325635103926	1.38206220590106	163
DYNLT4	0.33190999007872	0	0	0	0.51270207852194	0.214097784003479	0.323325635103926	1.38203548770806	164
MDM1	0.226374672593439	0.0550501955978696	0	0	0.25635103926097	0.518471194128169	0.323325635103926	1.37957273668437	165
ODF2L	0.430143014207529	0.166509850882445	0	0	0.25635103926097	0.196915414077085	0.323325635103926	1.37324495353196	166
SPATA4	0.270556817731932	0	0	0	0.51270207852194	0.584473313527967	0	1.36773220978184	167
ODAD2	0.359983738765326	0	0	0	0.025635103926097	0.654566473386431	0.323325635103926	1.36351095118178	168
CFAP298	0.3793503646539	0.0358466389939616	0	0	0.51270207852194	0.432832080526778	0	1.36073116269658	169
CEP164	0.152257592168236	0.128450456395029	0	0	0.51270207852194	0.485197398397692	0.0808314087759815	1.35943893425888	170
SSNA1	0.133285489006773	0.107042046995858	0	0	0.51270207852194	0.605473987882449	0	1.35850360240702	171
CSPP1	0.387954618077023	0.254983741799088	0	0	0.25635103926097	0.458742003431657	0	1.35803140256874	172
DNAL1	0.444263580823199	0	0	0	0.025635103926097	0.563472639173486	0.323325635103926	1.35669695902671	173
WDR19	0.295222064950652	0.229375814991123	0	0	0.025635103926097	0.805389498295888	0	1.35562248216376	174
SPACA9	0.441582719906816	0.0321126140987573	0	0	0.25635103926097	0.296464065237938	0.323325635103926	1.34983607360841	175
NME7	0.320603814303617	0.15100282660179	0	0	0.025635103926097	0.85093641540236	0	1.34817816023386	176
RPGR	0.342322937061507	0.256900912790058	0.0538876058506544	0	0.025635103926097	0.666021386670694	0	1.34476794629901	177
FOXJ1	0.573762143435284	0.0664398912388082	0	0.0250742329264269	0.025635103926097	0.651293641019499	0	1.34220501254612	178
PCM1	0.298486488876708	0.185539548126153	0	0	0.25635103926097	0.520380346342213	0.0808314087759815	1.34158883138203	179
DNAH6	0.418144113662005	0	0	0	0.025635103926097	0.57247292818255	0.323325635103926	1.33957778087458	180
MLF1	0.469097201922831	0.0244667535990532	0	0.0125371164632135	0.25635103926097	0.569745567876773	0	1.33219767912284	181
SNTN	0.625166047816982	0	0	0	0.153810623556582	0.226643641410052	0.323325635103926	1.32894594788754	182
CCP110	0.376231856823216	0.169147630698405	0	0	0.25635103926097	0.446196146025084	0.0808314087759815	1.32875808158366	183
MORN3	0.313233773681387	0.0390936171637045	0	0	0.025635103926097	0.624020037961731	0.323325635103926	1.32530816783685	184
CFAP46	0.352700423938183	0	0	0.0125371164632135	0.51270207852194	0.442923313658152	0	1.32086293258149	185
BBIP1	0.297274134369426	0.385351369185087	0	0	0.25635103926097	0.381284970747596	0	1.32026151356308	186
CFAP65	0.384288622769818	0	0	0	0.51270207852194	0.422468111364826	0	1.31945881265658	187
SPAG8	0.437621454679934	0.0304797693140747	0	0	0.25635103926097	0.271645086455369	0.323325635103926	1.31942298481427	188
MYCBPAP	0.240781450810247	0.165150586793609	0	0	0.25635103926097	0.331919749213036	0.323325635103926	1.31752846118179	189
DNAH12	0.563126012834556	0	0	0.0250742329264269	0.025635103926097	0.379375818533552	0.323325635103926	1.31653680332456	190
PPIL6	0.516994962434802	0	0	0	0.025635103926097	0.447559826177972	0.323325635103926	1.3135155276428	191
ALMS1	0.225640416446504	0.184441680977478	0	0	0.25635103926097	0.563745375204064	0.0808314087759815	1.311009920665	192
FAM161A	0.244459559083521	0.0569084300484306	0	0	0.25635103926097	0.587200673833744	0.161662817551963	1.30658251977863	193
PIFO	0.589418775262329	0	0	0	0.25635103926097	0.459014739462235	0	1.30478455398553	194
TEKT3	0.214872399431813	0	0	0	0.25635103926097	0.509470905119106	0.323325635103926	1.30401997891581	195
RIBC1	0.328980342274643	0.0175159713265949	0	0	0.51270207852194	0.440468689382953	0	1.29966708150613	196
AGBL4	0.264963232096785	0	0	0	0.51270207852194	0.198006358199395	0.323325635103926	1.29899730392205	197
CCDC189	0.342709039439341	0	0	0	0.25635103926097	0.372011945707955	0.323325635103926	1.29439765951219	198
TMEM237	0.256388217350774	0.0211565457591813	0	0	0.25635103926097	0.431741136404467	0.323325635103926	1.28896257387932	199
CFAP36	0.291774469186986	0.0395232173523167	0	0	0.51270207852194	0.439105009230064	0	1.28310477429131	200
DNAH10	0.41158768664806	0.0385351369185087	0	0	0.025635103926097	0.480833621908449	0.323325635103926	1.27991718450504	201
C9orf24	0.638226056020109	0.0214084093991715	0	0	0.153810623556582	0.464742196104366	0	1.27818728508023	202
ARMC2	0.262977170407167	0	0	0	0.51270207852194	0.178914836058958	0.323325635103926	1.27791972009199	203
CYB5D1	0.290196737400313	0	0	0	0.025635103926097	0.636565895368304	0.323325635103926	1.27572337179864	204
CFAP77	0.425839894629897	0	0	0	0.25635103926097	0.266463101874393	0.323325635103926	1.27197967086919	205
LRRC34	0.350410498756168	0	0	0	0.025635103926097	0.571654720090817	0.323325635103926	1.27102595787701	206
CEP43	0.217427593078305	0.185280052254648	0	0	0.51270207852194	0.274372446761146	0.0808314087759815	1.27061357939202	207
IQCH	0.206185761362064	0.0256900912790058	0	0	0.51270207852194	0.525835066953766	0	1.27041299811678	208
CDHR3	0.574928689244697	0	0	0	0.102540415704388	0.268917726149592	0.323325635103926	1.2697124662026	209
DYNC2I1	0.373368957811036	0.0994455146284097	0	0	0.025635103926097	0.76993381432079	0	1.26838339068633	210
STOML3	0.438112133317328	0	0	0	0.025635103926097	0.480560885877872	0.323325635103926	1.26763375822522	211
DNAH11	0.421474089290989	0	0	0	0.025635103926097	0.493924951376178	0.323325635103926	1.26435977969719	212
AGBL2	0.301212172415008	0	0	0.0250742329264269	0.51270207852194	0.424104527548292	0	1.26309301141167	213
VWA3B	0.439714614931429	0	0	0	0.25635103926097	0.241644123091824	0.323325635103926	1.26103541238815	214
AK8	0.319544967000686	0.0494040216903958	0	0	0.025635103926097	0.540835548635539	0.323325635103926	1.25874527635664	215
BBS4	0.196700918120466	0.262038931045859	0	0	0.025635103926097	0.771570230504256	0	1.25594518359668	216
PIH1D2	0.321363644145571	0.0354928892670475	0	0	0.51270207852194	0.385921483267417	0	1.25548009520197	217
CEP97	0.219519777363577	0.171267275193372	0	0	0.025635103926097	0.513289209547193	0.323325635103926	1.25303700113416	218
CAPS	0.602930284030173	0.0642252281975146	0	0	0.025635103926097	0.396830924490524	0.161662817551963	1.25128435819627	219
NEK5	0.517294068619981	0.128450456395029	0	0	0.025635103926097	0.255553660651286	0.323325635103926	1.25025892469632	220
NPHP1	0.35404699722771	0.12103985314147	0	0	0.025635103926097	0.742114739201866	0	1.24283669349714	221
TCTN1	0.331646668754195	0.0435074126499292	0	0	0.25635103926097	0.610110500402269	0	1.24161562106736	222
SPAG1	0.400855801508439	0	0	0	0.025635103926097	0.489561174886935	0.323325635103926	1.2393777154254	223
WDR54	0.479187855539424	0	0	0.0501484658528538	0.51270207852194	0.195551733924196	0	1.23759013383841	224
KIF9	0.501837526768554	0.0414993782199325	0	0	0.025635103926097	0.666839594762427	0	1.23581160367701	225
DNAAF5	0.202719560283138	0.0374647164485502	0	0	0.51270207852194	0.480833621908449	0	1.23371997716208	226
ARMC3	0.492850762185303	0	0	0	0.025635103926097	0.388103371512038	0.323325635103926	1.22991487272736	227
ZNF474	0.240546839747878	0.0221466304129361	0	0.0125371164632135	0.51270207852194	0.441832369535841	0	1.22976503468181	228
TTLL5	0.240474232698017	0.195468085818523	0	0	0.025635103926097	0.443468785719307	0.323325635103926	1.22837184326587	229
ARL13B	0.15793224980969	0.0551627726849818	0	0.0125371164632135	0.025635103926097	0.653748265294698	0.323325635103926	1.22834114328261	230
UBXN10	0.446395610725145	0.289013526888816	0	0	0.153810623556582	0.332465221274191	0	1.22168498244473	231
C9orf135	0.536187891685407	0	0	0	0.25635103926097	0.428468304037535	0	1.22100723498391	232
DNAAF11	0.366859294059395	0	0	0	0.025635103926097	0.666566858731849	0.161662817551963	1.2207240742693	233
RUVBL1	0.367594137476048	0.0328958485889709	0	0	0.025635103926097	0.470742388777075	0.323325635103926	1.22019311387212	234
TMEM107	0.347817909970965	0.0705218191972709	0	0.0250742329264269	0.25635103926097	0.518743930158747	0	1.21850893151438	235
DNAAF2	0.179340923149034	0.0510882497025684	0	0	0.51270207852194	0.474560693205163	0	1.2176919445787	236
TUBB4B	0.236169540076495	0.0767960023998751	0	0	0.025635103926097	0.554745086195	0.323325635103926	1.21667136770139	237
DYNLT5	0.43624916589574	0	0	0	0.51270207852194	0.267554045996704	0	1.21650529041438	238
DNAH2	0.342956034943145	0	0	0	0.025635103926097	0.523380442678567	0.323325635103926	1.21529721665173	239
CENPJ	0	0.140492686682063	0	0	0.51270207852194	0.479742677786138	0.0808314087759815	1.21376885176612	240
