Gene_name	Gene_synonyms
NEUROD6	Atoh2
NEUROD6	MATH2
NEUROD6	Math-2
NEUROD6	NEX1M
NEUROD6	Nex1
NEUROD6	bHLHa2
PRDM16	CMD1LL
PRDM16	KMT8F
PRDM16	LVNC8
PRDM16	MEL1
PRDM16	PFM13
PRDM15	C21orf83
PRDM15	PFM15
PRDM15	ZNF298
PRDM14	PFM11
FIGNL1	-
ANO3	C11orf25
ANO3	DYT23
ANO3	DYT24
ANO3	GENX-3947
ANO3	TMEM16C
PCGEM1	LINC00071
PCGEM1	NCRNA00071
PCGEM1	PCAT9
MYO1G	HA2
MYO1G	HLA-HA2
MYO1G	MHAG
ERVK-6	ERVK6
ERVK-6	HERV-K(C7)
ERVK-6	HERV-K108
ERVK-6	K-Rev
ERVK-6	c-orf
ERVK-6	cORF
ERVK-6	envK2
TSPYL2	CDA1
TSPYL2	CINAP
TSPYL2	CTCL
TSPYL2	DENTT
TSPYL2	HRIHFB2216
TSPYL2	NP79
TSPYL2	SE204
TSPYL2	TSPX
RBM26	ARRS2
RBM26	C13orf10
RBM26	PPP1R132
RBM26	PRO1777
RBM26	SE70-2
RBM26	ZC3H17
PRSS22	BSSP-4
PRSS22	SP001LA
PRSS22	hBSSP-4
OXCT2	FKSG25
OXCT2	SCOTT
PERP	KCP1
PERP	KRTCAP1
PERP	PIGPC1
PERP	THW
PERP	dJ496H19.1
MMP27	MMP-27
NPAS3	MOP6
NPAS3	PASD6
NPAS3	bHLHe12
ATOD1	ATOD
CDH23	CDHR23
CDH23	PITA5
CDH23	USH1D
C19orf33	H2RSP
C19orf33	IMUP
C19orf33	IMUP-1
C19orf33	IMUP-2
LHPP	HDHD2B
SLC28A3	CNT3
RBKS	RBSK
RBKS	RK
PBLD	HEL-S-306
PBLD	MAWBP
PBLD	MAWDBP
GOLPH3	GOPP1
GOLPH3	GPP34
GOLPH3	MIDAS
GOLPH3	Vps74
CLSTN2	ALC-GAMMA
CLSTN2	CDHR13
CLSTN2	CS2
CLSTN2	CSTN2
CLSTN2	alcagamma
MCCC2	MCCB
SNX16	-
GAL3ST2	GAL3ST-2
GAL3ST2	GP3ST
POPDC2	POP2
SAMSN1	HACS1
SAMSN1	NASH1
SAMSN1	SASH2
SAMSN1	SH3D6B
SAMSN1	SLy2
SMOC1	OAS
SMOC2	DTDP1
SMOC2	MST117
SMOC2	MSTP117
SMOC2	MSTP140
SMOC2	SMAP2
SMOC2	bA270C4A.1
SMOC2	bA37D8.1
SMOC2	dJ421D16.1
GFRA4	-
EPB41L4A	EPB41L4
EPB41L4A	NBL4
PARVG	-
ELSPBP1	E12
ELSPBP1	EDDM12
ELSPBP1	EL149
ELSPBP1	HE12
LRRC4	NAG14
LRRC4	NGL-2
TNMD	BRICD4
TNMD	CHM1L
TNMD	TEM
CENPK	AF5alpha
CENPK	CENP-K
CENPK	FKSG14
CENPK	P33
CENPK	Solt
NPFFR1	GPR147
NPFFR1	NPFF1
NPFFR1	NPFF1R1
NPFFR1	OT7T022
RTP4	IFRG28
RTP4	Z3CXXC4
CRLF2	CRL2
CRLF2	CRLF2Y
CRLF2	TSLPR
MAGEF1	MAGE-F1
NPVF	C7orf9
NPVF	RFRP
MOAP1	MAP-1
MOAP1	PNMA4
TMBIM1	LFG3
TMBIM1	MST100
TMBIM1	MSTP100
TMBIM1	PP1201
TMBIM1	RECS1
VSIR	B7-H5
VSIR	B7H5
VSIR	C10orf54
VSIR	DD1alpha
VSIR	Dies1
VSIR	GI24
VSIR	PD-1H
VSIR	PP2135
VSIR	SISP1
VSIR	VISTA
SLC39A8	BIGM103
SLC39A8	CDG2N
SLC39A8	LZT-Hs6
SLC39A8	PP3105
SLC39A8	ZIP8
DUS1L	DUS1
DUS1L	PP3111
RRAGC	GTR2
RRAGC	RAGC
RRAGC	TIB929
FN3K	-
ADGRL4	ELTD1
ADGRL4	ETL
ADGRL4	KPG_003
NOD2	ACUG
NOD2	BLAU
NOD2	BLAUS
NOD2	CARD15
NOD2	CD
NOD2	CLR16.3
NOD2	IBD1
NOD2	NLRC2
NOD2	NOD2B
NOD2	PSORAS1
NOD2	YAOS
TINAGL1	ARG1
TINAGL1	LCN7
TINAGL1	LIECG3
TINAGL1	TINAGRP
LIN7B	LIN-7B
LIN7B	MALS-2
LIN7B	MALS2
LIN7B	VELI2
XYLT1	DBQD2
XYLT1	PXYLT1
XYLT1	XT-I
XYLT1	XT1
XYLT1	XTI
XYLT1	XYLTI
XYLT1	xylT-I
XYLT2	PXYLT2
XYLT2	SOS
XYLT2	XT-II
XYLT2	XT2
XYLT2	xylT-II
IFIH1	AGS7
IFIH1	Hlcd
IFIH1	IDDM19
IFIH1	MDA-5
IFIH1	MDA5
IFIH1	RLR-2
IFIH1	SGMRT1
ABCG4	WHITE2
RBSN	Rabenosyn-5
RBSN	ZFYVE20
PDF	-
KIF9	-
C17orf75	NJMU-R1
C17orf75	SRI2
DIO3OS	C14orf134
DIO3OS	DIO3-AS1
DIO3OS	DIO3-OS
DIO3OS	NCRNA00041
NCAPG	CAPG
NCAPG	CHCG
NCAPG	NY-MEL-3
NCAPG	YCG1
ERAP2	L-RAP
ERAP2	LRAP
NECAB1	EFCBP1
NECAB1	STIP-1
CARD9	CANDF2
CARD9	hCARD9
OSGEPL1	OSGEPL
OSGEPL1	Qri7
DPEP2	MBD2
P3H1	GROS1
P3H1	LEPRE1
P3H1	OI8
DPEP3	MBD3
EDDM3B	EP3B
EDDM3B	FAM12B
EDDM3B	HE3-BETA
EDDM3B	HE3B
EDDM3B	RAM2
IRF2BPL	C14orf4
IRF2BPL	EAP1
IRF2BPL	NEDAMSS
POPDC3	LGMDR26
POPDC3	POP3
POPDC3	bA355M14.1
MMS19	CIAO4
MMS19	MET18
MMS19	MMS19L
MMS19	hMMS19
LHX5	-
DNAJC1	DNAJL1
DNAJC1	ERdj1
DNAJC1	HTJ1
DNAJC1	MTJ1
TFB2M	Hkp1
TFB2M	mtTFB2
SEMA4A	CORD10
SEMA4A	RP35
SEMA4A	SEMAB
SEMA4A	SEMB
PJA1	PRAJA1
PJA1	RNF70
STRA6	MCOPCB8
STRA6	MCOPS9
STRA6	PP14296
ROBO3	HGPPS
ROBO3	HGPPS1
ROBO3	HGPS
ROBO3	RBIG1
ROBO3	RIG1
TOR3A	ADIR
TOR3A	ADIR2
MLST8	GBL
MLST8	GbetaL
MLST8	LST8
MLST8	POP3
MLST8	WAT1
HERPUD2	-
ATL2	ARL3IP2
ATL2	ARL6IP2
ATL2	aip-2
ATL2	atlastin2
MS4A6A	4SPAN3
MS4A6A	4SPAN3.2
MS4A6A	CD20L3
MS4A6A	CDA01
MS4A6A	MS4A6
MS4A6A	MST090
MS4A6A	MSTP090
MS4A5	CD20-L2
MS4A5	CD20L2
MS4A5	TETM4
PDLIM2	MYSTIQUE
PDLIM2	SLIM
RSCIS	-
ABCG5	STSL
ABCG5	STSL2
ABCG8	GBD4
ABCG8	STSL
ABCG8	STSL1
TENT4B	PAPD5
TENT4B	TRF4-2
TENT4B	TUT3
ARHGEF28	RGNEF
ARHGEF28	RIP2
ARHGEF28	p190RHOGEF
RAB17	-
RHBDF1	C16orf8
RHBDF1	Dist1
RHBDF1	EGFR-RS
RHBDF1	gene-89
RHBDF1	gene-90
RHBDF1	hDist1
ZSCAN31	ZNF20-Lp
ZSCAN31	ZNF310P
ZSCAN31	ZNF323
NOC3L	AD24
NOC3L	C10orf117
NOC3L	FAD24
FBRS	FBS
FBRS	FBS1
RNF25	AO7
SOX17	VUR3
NSD1	ARA267
NSD1	KMT3B
NSD1	SOTOS
NSD1	SOTOS1
NSD1	STO
COP1	CFAP78
COP1	FAP78
COP1	RFWD2
COP1	RNF200
LMBR1	ACHP
LMBR1	C7orf2
LMBR1	DIF14
LMBR1	LSS
LMBR1	PPD2
LMBR1	THYP
LMBR1	TPT
LMBR1	ZRS
XPO4	exp4
NFKBIZ	IKBZ
NFKBIZ	INAP
NFKBIZ	MAIL
ARHGAP9	10C
ARHGAP9	RGL1
HS1BP3	ETM2
HS1BP3	HS1-BP3
AZI2	AZ2
AZI2	NAP1
AZI2	TILP
HIF3A	HIF-3A
HIF3A	HIF3-alpha-1
HIF3A	IPAS
HIF3A	MOP7
HIF3A	PASD7
HIF3A	bHLHe17
NXN	NRX
NXN	RRS2
NXN	TRG-4
SIL1	BAP
SIL1	MSS
SIL1	ULG5
IKZF4	EOS
IKZF4	ZNFN1A4
IKZF5	PEGASUS
IKZF5	ZNFN1A5
CHST8	GALNAC4ST1
CHST8	GalNAc4ST
CHST8	PSS3
MMP25	MMP-25
MMP25	MMP20
MMP25	MMP20A
MMP25	MMPL1
MMP25	MT-MMP 6
MMP25	MT-MMP6
MMP25	MT6-MMP
MMP25	MT6MMP
MMP25	MTMMP6
GREM2	CKTSF1B2
GREM2	DAND3
GREM2	PRDC
GREM2	STHAG9
ZMAT3	PAG608
ZMAT3	WIG-1
ZMAT3	WIG1
GMCL1	BTBD13
GMCL1	GCL
GMCL1	GCL1
GMCL1	SPATA29
GMCL2	GCL
GMCL2	GMCL1L
GMCL2	GMCL1P1
ZNF106	SH3BP3
ZNF106	ZFP106
ZNF106	ZNF474
MPP5	PALS1
HHIP	HIP
AKTIP	FT1
AKTIP	FTS
CDH24	CDH11L
CDH22	C20orf25
CDH22	dJ998H6.1
RGS18	RGS13
GALNT17	GALNACT17
GALNT17	GALNT16
GALNT17	GALNT20
GALNT17	GALNTL3
GALNT17	GalNAc-T17
GALNT17	GalNAc-T19
GALNT17	GalNAc-T5L
GALNT17	WBSCR17
KLHL25	ENC-2
KLHL25	ENC2
ARAP3	CENTD3
ARAP3	DRAG1
GZF1	JLSM
GZF1	ZBTB23
GZF1	ZNF336
TMEM267	C5orf28
TMEM168	-
MTMR14	C3orf29
SUSD1	-
DCLRE1C	A-SCID
DCLRE1C	DCLREC1C
DCLRE1C	RS-SCID
DCLRE1C	SCIDA
DCLRE1C	SNM1C
ATG3	APG3
ATG3	APG3-LIKE
ATG3	APG3L
ATG3	PC3-96
INF2	C14orf151
INF2	C14orf173
INF2	CMTDIE
INF2	FSGS5
INF2	pp9484
POLR1E	A49
POLR1E	PAF53
POLR1E	PRAF1
SUDS3	SAP45
SUDS3	SDS3
TTC31	-
CIAO3	HPRN
CIAO3	IOP1
CIAO3	LET1L
CIAO3	NAR1
CIAO3	NARFL
CIAO3	PRN
ZDHHC6	DHHC-6
ZDHHC6	DHHC6
ZDHHC6	ZNF376
PCNX4	C14orf135
PCNX4	FBP2
PCNX4	PCNXL4
ACTR6	ARP6
ACTR6	CDA12
ACTR6	HSPC281
ACTR6	MSTP136
ACTR6	hARP6
ACTR6	hARPX
MRPS25	MRP-S25
MRPS25	RPMS25
LINC00244	C7orf4
LINC00244	NCRNA00244
NOM1	C7orf3
NOM1	PPP1R113
NOM1	SGD1
DNAI2	CILD9
DNAI2	DIC2
CSMD1	PPP1R24
LINC00235	C16orf10
LINC00235	LA16c-356B8.1
LINC00235	NCRNA00235
TPSB2	TPS2
TPSB2	tryptaseB
TPSB2	tryptaseC
CPEB1	CPE-BP1
CPEB1	CPEB
CPEB1	CPEB-1
CPEB1	h-CPEB
CPEB1	hCPEB-1
TEKT3	-
ALDH8A1	ALDH12
ALDH8A1	DJ352A20.2
NDST4	N-HSST
NDST4	N-HSST 4
NDST4	NDST-4
NDST4	NHSST4
CLEC7A	BGR
CLEC7A	CANDF4
CLEC7A	CD369
CLEC7A	CLECSF12
CLEC7A	DECTIN1
CLEC7A	SCARE2
GPR135	HUMNPIIY20
BOS2	-
TSPY2	TSPYQ1
RBMY3AP	RBMY3P
RBMY3AP	RBMY4P
RBMY3AP	SPATA14
TTTY15	NCRNA00138
PSMA6P1	PSMA6-LIKE
PSMA6P1	PSMA6P
PSMA6P1	PSMA6Y
MOSPD3	CDS3
MOSPD3	NET30
GIGYF1	GYF1
GIGYF1	PERQ1
PLA2G2F	GIIFsPLA2
PLA2G2F	sPLA2-IIF
VPS16	hVPS16
EBF2	COE2
EBF2	EBF-2
EBF2	O/E-3
EBF2	OE-3
GINGF2	GGF2
GINGF2	HGF2
MFSD14A	HIAT1
SPANXD	CT11.3
SPANXD	CT11.4
SPANXD	SPANX-C
SPANXD	SPANX-D
SPANXD	SPANX-E
SPANXD	SPANXC
SPANXD	SPANXE
SPANXD	dJ171K16.1
CSRNP1	AXUD1
CSRNP1	CSRNP-1
CSRNP1	FAM130B
CSRNP1	TAIP-3
CSRNP1	URAX1
SPANXC	CT11.3
SPANXC	CTp11
SPANXC	SPANX-C
SPANXC	SPANX-E
SPANXC	SPANXE
ANAPC1	APC1
ANAPC1	MCPR
ANAPC1	TSG24
GORASP1	GOLPH5
GORASP1	GRASP65
GORASP1	P65
CTAGE1	CT21.1
CTAGE1	CT21.2
CTAGE1	CTAGE
CTAGE1	CTAGE-1
CTAGE1	CTAGE-2
SLEB3	-
TMPRSS3	DFNB10
TMPRSS3	DFNB8
TMPRSS3	ECHOS1
TMPRSS3	TADG12
COPS7B	CSN7B
COPS7B	SGN7b
NUCKS1	JC7
NUCKS1	NUCKS
HS3ST6	3-OST-6
HS3ST6	HS3ST5
PDIA2	PDA2
PDIA2	PDI
PDIA2	PDIP
PDIA2	PDIR
TRG-CCC2-2	TRG-CCC2-1
TRG-CCC2-2	TRG4
TRG-CCC2-2	TRNAG4
UNKL	C16orf28
UNKL	ZC3H5L
UNKL	ZC3HDC5L
RPS3AP2	RPS3A_21_1466
RPS20P2	-
TJP1P1	TJP1P
LINC00254	C16orf32
LINC00254	NCRNA00254
WDR13	MG21
SMAP2	SMAP1L
METTL17	METT11D1
ACBD3	GCP60
ACBD3	GOCAP1
ACBD3	GOLPH1
ACBD3	PAP7
MFSD1	SMAP4
PLPPR2	LPPR2
PLPPR2	PRG4
SMURF2	-
CCDC136	NAG6
SMYD3	KMT3E
SMYD3	ZMYND1
SMYD3	ZNFN3A1
SMYD3	bA74P14.1
RUSF1	C16orf58
RUSF1	RUS
ATPAF1	ATP11
ATPAF1	ATP11p
MTARC1	MARC1
MTARC1	MOSC1
TNS3	TEM6
TNS3	TENS1
FAM160B2	RAI16
PARP12	ARTD12
PARP12	MST109
PARP12	MSTP109
PARP12	ZC3H1
PARP12	ZC3HDC1
GAREM1	C18orf11
GAREM1	FAM59A
GAREM1	GAREM
GAREM1	Gm944
ZNF574	FP972
CREB3L2	BBF2H7
S100PBP	S100PBPR
IPPK	C9orf12
IPPK	INSP5K2
IPPK	IP5K
IPPK	IPK1
IPPK	bA476B13.1
MEAF6	C1orf149
MEAF6	CENP-28
MEAF6	EAF6
MEAF6	NY-SAR-91
CCDC14	-
ILRUN	C6orf106
ILRUN	FP852
ILRUN	dJ391O22.4
ENGASE	-
PCED1A	C20orf81
PCED1A	FAM113A
PCED1A	bA12M19.1
C11orf1	-
RMND5B	GID2
RMND5B	GID2B
FNDC3B	FAD104
FNDC3B	PRO4979
FNDC3B	YVTM2421
MTHFSD	-
MICAL1	MICAL
MICAL1	MICAL-1
MICAL1	NICAL
CERK	LK4
CERK	dA59H18.2
CERK	dA59H18.3
CERK	hCERK
AEN	ISG20L1
AEN	pp12744
RBM15	OTT
RBM15	OTT1
RBM15	SPEN
CRTC3	TORC-3
CRTC3	TORC3
GINS3	PSF3
TBC1D15	RAB7-GAP
EPS8L2	DFNB106
EPS8L2	EPS8R2
LMF1	C16orf26
LMF1	HMFN1876
LMF1	JFP11
LMF1	TMEM112
LMF1	TMEM112A
EXO5	C1orf176
EXO5	DEM1
EXO5	Exo V
EXO5	hExo5
IFT22	FAP9
IFT22	RABL5
CEP85	CCDC21
DDX31	PPP1R25
RMND5A	CTLH
RMND5A	GID2
RMND5A	GID2A
RMND5A	RMD5
RMND5A	p44CTLH
DEPTOR	DEP.6
DEPTOR	DEPDC6
IQCH	NYDSP5
EFCAB6	DJBP
EFCAB6	HSCBCIP1
EFCAB6	dJ185D5.1
ARV1	EIEE38
NMNAT1	LCA9
NMNAT1	NMNAT
NMNAT1	PNAT1
P2RY12	ADPG-R
P2RY12	BDPLT8
P2RY12	HORK3
P2RY12	P2T(AC)
P2RY12	P2Y(12)R
P2RY12	P2Y(AC)
P2RY12	P2Y(ADP)
P2RY12	P2Y(cyc)
P2RY12	P2Y12
P2RY12	SP1999
IL25	IL17E
CYP3A43	-
ELOVL1	CGI-88
ELOVL1	IKSHD
ELOVL1	Ssc1
KLC2	-
FNDC4	FRCP1
FBXL17	FBXO13
FBXL17	Fbl17
FBXL17	Fbx13
PORCN	DHOF
PORCN	FODH
PORCN	MG61
PORCN	PORC
PORCN	PPN
GNPNAT1	GNA1
GNPNAT1	GNPNAT
GNPNAT1	Gpnat1
ISL2	-
MARCHF7	AXO
MARCHF7	AXOT
MARCHF7	MARCH-VII
MARCHF7	MARCH7
MARCHF7	RNF177
SPATA20	HEL-S-98
SPATA20	SSP411
SPATA20	Tisp78
YTHDC2	CAHL
YTHDC2	hYTHDC2
SLC13A3	ARLIAK
SLC13A3	NADC3
SLC13A3	SDCT2
ETNPPL	AGXT2L1
AD6	-
TUT1	PAPD2
TUT1	RBM21
TUT1	STARPAP
TUT1	TENT1
TUT1	TUTase
TUT1	URLC6
AIDA	C1orf80
USP46	-
NIBAN2	C9orf88
NIBAN2	FAM129B
NIBAN2	MEG-3
NIBAN2	MINERVA
NIBAN2	OC58
NIBAN2	bA356B19.6
VWA1	WARP
PLEKHG2	ARHGEF42
PLEKHG2	CLG
PLEKHG2	CTB-60E11.4
PLEKHG2	LDAMD
DCLRE1B	APOLLO
DCLRE1B	SNM1B
DCLRE1B	SNMIB
NABP1	OBFC2A
NABP1	SOSS-B2
NABP1	SSB2
ARMCX5	GASP5
METTL4	HsT661
RFX7	RFXDC2
CDCP1	CD318
CDCP1	SIMA135
CDCP1	TRASK
PCDH20	PCDH13
PAPOLG	-
C12orf43	Custos
LPIN3	LIPN3L
LPIN3	SMP2
LPIN3	dJ620E11.2
RANBP17	-
AGXT2	AGT2
AGXT2	BAIBA
AGXT2	DAIBAT
BCL11B	ATL1
BCL11B	ATL1-alpha
BCL11B	ATL1-beta
BCL11B	ATL1-delta
BCL11B	ATL1-gamma
BCL11B	CTIP-2
BCL11B	CTIP2
BCL11B	IDDFSTA
BCL11B	IMD49
BCL11B	RIT1
BCL11B	ZNF856B
BCL11B	hRIT1-alpha
CASD1	C7orf12
CASD1	NBLA04196
CASD1	SOAT
LRRC19	-
SLC30A5	ZNT5
SLC30A5	ZNTL1
SLC30A5	ZTL1
SLC30A5	ZnT-5
CCDC71	-
RASAL3	-
TTC23	HCC-8
MRPL14	L14mt
MRPL14	L32mt
MRPL14	MRP-L14
MRPL14	MRP-L32
MRPL14	MRPL32
MRPL14	RMPL32
MRPL14	RPML32
SMNP	-
STAG3L4	STAG3L4P
NT5DC2	-
CENPH	-
MRPS26	C20orf193
MRPS26	GI008
MRPS26	MRP-S13
MRPS26	MRP-S26
MRPS26	MRPS13
MRPS26	NY-BR-87
MRPS26	RPMS13
MRPS26	dJ534B8.3
MRPS24	HSPC335
MRPS24	MRP-S24
MRPS24	S24mt
MRPS24	bMRP-47
MRPS24	bMRP47
MRPS15	DC37
MRPS15	MPR-S15
MRPS15	RPMS15
MRPS15	S15mt
MRPS11	HCC-2
MRPS11	MRP-S11
MRPS11	S11mt
MRPS9	MRP-S9
MRPS9	RPMS9
MRPS9	S9mt
MRPS6	C21orf101
MRPS6	MRP-S6
MRPS6	RPMS6
MRPS6	S6mt
MRPS5	MRP-S5
MRPS5	S5mt
MRPL41	BMRP
MRPL41	MRP-L27
MRPL41	MRPL27
MRPL41	PIG3
MRPL41	RPML27
MRPL40	L40mt
MRPL40	MRP-L22
MRPL40	MRP-L40
MRPL40	MRPL22
MRPL40	NLVCF
MRPL40	URIM
MRPL38	HSPC262
MRPL38	L38MT
MRPL38	MRP-L3
MRPL38	MRP-L38
MRPL38	RPML3
MRPL36	BRIP1
MRPL36	L36mt
MRPL36	MRP-L36
MRPL36	PRPL36
MRPL36	RPMJ
MRPL34	L34mt
MRPL32	HSPC283
MRPL32	L32mt
MRPL32	MRP-L32
MRPL32	bMRP-59b
MRPL11	CGI-113
MRPL11	L11MT
MRPL11	MRP-L11
MRPL9	L9mt
MRPL1	BM022
MRPL1	L1MT
MRPL1	MRP-L1
NDRG4	BDM1
NDRG4	SMAP-8
NDRG4	SMAP8
SLC26A6	-
SLC26A10	-
CMD1K	-
PINK1	BRPK
PINK1	PARK6
REEP1	C2orf23
REEP1	HMN5B
REEP1	SPG31
REEP1	Yip2a
GPBP1	GPBP
GPBP1	SSH6
GPBP1	VASCULIN
ACD	PIP1
ACD	PTOP
ACD	TINT1
ACD	TPP1
RAPH1	ALS2CR18
RAPH1	ALS2CR9
RAPH1	LPD
RAPH1	PREL-2
RAPH1	PREL2
RAPH1	RMO1
RAPH1	RalGDS/AF-6
CDK15	ALS2CR7
CDK15	PFTAIRE2
CDK15	PFTK2
TMEM237	ALS2CR4
TMEM237	JBTS14
NBEAL1	A530083I02Rik
NBEAL1	ALS2CR16
NBEAL1	ALS2CR17
CFLAR-AS1	ALS2CR10
AOMS1	SYNX
AOMS2	-
RTN4R	NGR
RTN4R	NOGOR
MRPL44	COXPD16
MRPL44	L44MT
MRPL44	MRP-L44
VPS33A	MPSPS
NOL6	NRAP
NOL6	UTP22
NOL6	bA311H10.1
TMEM135	PMP52
JMJD4	-
KRI1	-
MARCKSL1	F52
MARCKSL1	MACMARCKS
MARCKSL1	MLP
MARCKSL1	MLP1
MARCKSL1	MRP
UPF3B	HUPF3B
UPF3B	MRX62
UPF3B	MRX82
UPF3B	MRXS14
UPF3B	RENT3B
UPF3B	UPF3BP1
UPF3B	UPF3BP2
UPF3B	UPF3BP3
UPF3B	UPF3X
UPF3B	Upf3p-X
UPF3A	HUPF3A
UPF3A	RENT3A
UPF3A	UPF3
RSRC2	-
PRAMEF1	-
PRAMEF2	DJ845O24.3
INTS3	C1orf193
INTS3	C1orf60
INTS3	INT3
INTS3	SOSS-A
INTS3	SOSSA
SOWAHC	ANKRD57
SOWAHC	C2orf26
WNK1	HSAN2
WNK1	HSN2
WNK1	KDP
WNK1	PPP1R167
WNK1	PRKWNK1
WNK1	PSK
WNK1	p65
FRTS1	FRTS
FRTS1	RFS
PCDH15	CDHR15
PCDH15	DFNB23
PCDH15	USH1F
NADK	dJ283E3.1
ZFP69B	ZKSCAN23B
ZFP69B	ZNF643
ZFP69B	ZSCAN54B
SPATS2	Nbla00526
SPATS2	P59SCR
SPATS2	SCR59
SPATS2	SPATA10
PSORS7	-
ZSWIM4	-
CPLANE1	C5orf42
CPLANE1	Hug
CPLANE1	JBTS17
CPLANE1	OFD6
ZNF649	-
MPPE1	Cdc1
MPPE1	PGAP5
COA7	C1orf163
COA7	RESA1
COA7	SCAN3
COA7	SELRC1
PYCR3	PYCRL
UBE2Z	HOYS7
UBE2Z	USE1
C8orf33	-
WNK4	PHA2B
WNK4	PRKWNK4
WNK3	PRKWNK3
WNK2	NY-CO-43
WNK2	P/OKcl.13
WNK2	PRKWNK2
WNK2	SDCCAG43
OR2B8P	OR2B8
OR2B8P	OR6-10
OR2B8P	dJ313I6.4
OR2B8P	hs6M1-29P
STK33	-
PLEKHA3	FAPP1
IGSF6-DREV1	-
PHACTR4	PPP1R124
BRD9	LAVS3040
BRD9	PRO9856
CAPRIN2	C1QDC1
CAPRIN2	EEG-1
CAPRIN2	EEG1
CAPRIN2	RNG140
ZSCAN18	ZNF447
GRAMD2B	GRAMD3
GRAMD2B	NS3TP2
AACS	ACSF1
AACS	SUR-5
ZBTB10	RINZF
KCTD14	-
ZNF747	-
DLK2	DLK-2
DLK2	EGFL9
ANTKMT	ANT-KMT
ANTKMT	C16orf24
ANTKMT	FAM173A
FUNDC2	DC44
FUNDC2	HCBP6
FUNDC2	HCC3
FUNDC2	PD03104
DDRGK1	C20orf116
DDRGK1	SEMDSH
DDRGK1	UFBP1
DDRGK1	dJ1187M17.3
MRPS34	COXPD32
MRPS34	MRP-S12
MRPS34	MRP-S34
MRPS34	MRPS12
CENPBD1P1	-
RASL11B	-
C11orf95	-
LRRC61	HSPC295
TMEM108	CT124
TMEM108	RTLN
MLVI4	-
CYP4F12	CYPIVF12
CYP4F12	F22329_1
LYNX1	-
CHID1	GL008
CHID1	SI-CLP
CHID1	SICLP
TRAK2	ALS2CR3
TRAK2	CALS-C
TRAK2	GRIF-1
TRAK2	GRIF1
TRAK2	MILT2
TRAK2	OIP98
SLC2A11	GLUT10
SLC2A11	GLUT11
MTMR9	C8orf9
MTMR9	LIP-STYX
MTMR9	MTMR8
BOLL	BOULE
DUSP26	DSP-4
DUSP26	DUSP24
DUSP26	LDP-4
DUSP26	LDP4
DUSP26	MKP-8
DUSP26	MKP8
DUSP26	NATA1
DUSP26	NEAP
DUSP26	SKRP3
CRELD1	AVSD2
CRELD1	CIRRIN
MRPL57	MRP63
MRPL57	bMRP63
COLEC11	3MC2
COLEC11	CL-K1-I
COLEC11	CL-K1-II
COLEC11	CL-K1-IIa
COLEC11	CL-K1-IIb
COLEC11	CLK1
OTUB2	C14orf137
OTUB2	OTB2
OTUB2	OTU2
PCYOX1L	-
YIPF2	FinGER2
PRR14	-
HROB	C17orf53
HROB	MCM8IP
CYREN	C7orf49
CYREN	MRI
CYREN	MRI-2
GDAP1L1	dJ881L22.1
GDAP1L1	dJ995J12.1.1
RHPN1-AS1	C8orf51
LRFN4	FIGLER6
LRFN4	SALM3
LRFN4	SALM3.
AUNIP	AIBP
AUNIP	C1orf135
VKORC1	EDTP308
VKORC1	MST134
VKORC1	MST576
VKORC1	VKCFD2
VKORC1	VKOR
TRIR	C19orf43
TRIR	TERCIR
TRIR	fSAP18
MIS12	2510025F08Rik
MIS12	KNTC2AP
MIS12	MTW1
MIS12	hMis12
CUEDC2	C10orf66
CUEDC2	bA18I14.5
SCNM1	-
METRN	C16orf23
METRN	c380A1.2
DBNDD1	-
SLX1B	GIYD2
DDX50	GU2
DDX50	GUB
DDX50	RH-II/GuB
DDX50	mcdrh
CAMKV	1G5
CAMKV	VACAMKL
LINC01260	-
DDA1	C19orf58
DDA1	PCIA1
GGCT	C7orf24
GGCT	CRF21
GGCT	GCTG
GGCT	GGC
GID4	C17orf39
GID4	VID2
GID4	VID24
CENPM	C22orf18
CENPM	CENP-M
CENPM	PANE1
C7orf25	-
TMEM106C	-
NUP37	MCPH24
NUP37	p37
SMIM2	C13orf44
FNDC11	C20orf195
AHNAK	AHNAKRS
AHNAK	PM227
ZNF655	VIK
ZNF655	VIK-1
SPATA5L1	-
PDCL3	HTPHLP
PDCL3	PHLP2A
PDCL3	PHLP3
PDCL3	VIAF
PDCL3	VIAF1
ERI3	PINT1
ERI3	PRNPIP
C7orf26	-
NABP2	OBFC2B
NABP2	SOSS-B1
NABP2	SSB1
NABP2	hSSB1
KXD1	BORCS4
KXD1	C10orf50
KXD1	C19orf50
KXD1	KXDL
KXD1	MST096
KXD1	MSTP096
PVRIG	C7orf15
PVRIG	CD112R
ZFYVE21	HCVP7TP1
ZFYVE21	ZF21
DDX54	DP97
TMEM38A	TRIC-A
TMEM38A	TRICA
TSEN34	LENG5
TSEN34	PCH2C
TSEN34	SEN34
TSEN34	SEN34L
KCTD15	-
SECISBP2	SBP2
NOC4L	NET49
NOC4L	NOC4
NOC4L	UTP19
RPY	-
PTCPRN	PRN1
ALG8	CDG1H
ALG8	PCLD3
TRPM8	LTRPC6
TRPM8	LTrpC-6
TRPM8	TRPP8
TRPM8	trp-p8
PSMA2P3	PSMA2L
PRRG4	PRGP4
PRRG4	TMG4
PRRG3	PRGP3
PRRG3	TMG3
ASPSCR1	ASPCR1
ASPSCR1	ASPL
ASPSCR1	ASPS
